City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Aykhal,RU,2020-09-03 17:51:31,66.0,111.5,45.5,88,91,9.04
278,Marondera,ZW,2020-09-03 17:51:32,-18.19,31.55,57.24,55,0,8.03
279,Vicuna,CL,2020-09-03 17:51:32,-30.03,-70.71,59.0,67,10,17.22
280,Helena,US,2020-09-03 17:49:27,46.59,-112.04,75.99,42,1,4.7
281,Vanavara,RU,2020-09-03 17:51:32,60.34,102.28,52.93,93,100,6.51
282,Sao Sebastiao,BR,2020-09-03 17:47:32,-23.76,-45.41,82.02,53,1,3.98
283,Olinda,BR,2020-09-03 17:51:32,-8.01,-34.86,80.6,65,75,8.05
284,Shelburne,CA,2020-09-03 17:48:49,44.08,-80.2,78.01,41,20,18.34
285,Tirat Karmel,IL,2020-09-03 17:51:33,32.76,34.97,86.0,89,0,6.93
286,Young,UY,2020-09-03 17:51:33,-32.68,-57.63,55.0,78,100,1.99
287,Praya,CV,2020-09-03 17:51:33,14.92,-23.51,87.8,55,40,10.29
288,Lardos,GR,2020-09-03 17:51:33,36.09,28.02,82.4,78,0,10.29
289,Port Macquarie,AU,2020-09-03 17:51:34,-31.43,152.92,55.4,93,40,6.64
290,Okha,RU,2020-09-03 17:51:34,53.57,142.95,54.37,91,100,9.66
291,Manggar,ID,2020-09-03 17:51:34,-2.88,108.27,80.53,83,77,10.51
292,San Cristobal,VE,2020-09-03 17:49:58,7.77,-72.22,89.6,55,40,4.7
293,Hobyo,SO,2020-09-03 17:51:34,5.35,48.53,76.6,80,88,27.38
294,Orlik,RU,2020-09-03 17:51:35,52.52,99.83,48.65,71,58,2.42
295,Maromitsa,RU,2020-09-03 17:51:35,59.87,48.01,47.39,88,98,1.9
296,Kanigiri,IN,2020-09-03 17:51:35,15.4,79.52,82.02,79,49,6.13
297,Chamba,IN,2020-09-03 17:51:35,32.57,76.13,72.25,65,97,2.46
298,Rognan,NO,2020-09-03 17:51:36,67.1,15.39,64.4,48,20,3.36
299,Swan Hill,AU,2020-09-03 17:51:36,-35.34,143.55,44.8,81,98,5.14
300,Marfino,RU,2020-09-03 17:51:36,55.7,37.38,64.4,52,99,11.18
301,Huambo,AO,2020-09-03 17:51:36,-12.78,15.74,73.04,33,93,2.62
302,Quatre Cocos,MU,2020-09-03 17:51:36,-20.21,57.76,69.8,77,75,14.99
303,Tuatapere,NZ,2020-09-03 17:51:37,-46.13,167.68,45.0,72,100,11.01
304,Taree,AU,2020-09-03 17:51:37,-31.9,152.47,51.8,100,0,4.97
305,Weston,US,2020-09-03 17:47:50,26.1,-80.4,96.01,63,1,11.41
306,Matara,LK,2020-09-03 17:51:37,5.95,80.54,78.85,89,49,8.48
307,Cap Malheureux,MU,2020-09-03 17:51:37,-19.98,57.61,66.99,78,31,3.0
308,Muros,ES,2020-09-03 17:51:38,42.78,-9.06,75.99,57,0,3.0
309,Ranong,TH,2020-09-03 17:51:38,9.97,98.63,80.53,77,69,0.98
310,Kalmunai,LK,2020-09-03 17:51:38,7.42,81.82,81.66,83,50,2.8
311,Garissa,KE,2020-09-03 17:51:38,-0.45,39.64,78.48,54,0,22.21
312,Alexandria,EG,2020-09-03 17:48:33,31.22,29.96,82.4,78,0,11.41
313,Bereznik,RU,2020-09-03 17:51:39,62.86,42.71,51.49,83,81,5.19
314,Ahuimanu,US,2020-09-03 17:51:39,21.44,-157.84,78.8,65,20,8.05
315,Kattivakkam,IN,2020-09-03 17:51:39,13.22,80.32,84.2,79,40,4.7
316,Waipawa,NZ,2020-09-03 17:51:39,-41.41,175.52,42.8,87,0,16.11
317,Bilibino,RU,2020-09-03 17:51:39,68.05,166.44,28.6,95,31,5.77
318,Sao Jose Da Coroa Grande,BR,2020-09-03 17:51:40,-8.9,-35.15,77.88,71,56,13.44
319,Aranos,NA,2020-09-03 17:51:40,-24.13,19.12,73.26,19,1,7.78
320,Ayorou,NE,2020-09-03 17:51:40,14.73,0.92,92.19,43,58,7.81
321,Port Hedland,AU,2020-09-03 17:51:41,-20.32,118.57,62.6,67,0,5.82
322,Ahipara,NZ,2020-09-03 17:51:41,-35.17,173.17,48.2,84,0,7.72
323,Porto Santo,PT,2020-09-03 17:51:41,33.07,-16.34,75.2,64,20,11.41
324,San Andres,CO,2020-09-03 17:51:41,12.58,-81.7,87.8,66,75,4.7
325,Kavieng,PG,2020-09-03 17:51:41,-2.57,150.8,81.84,79,89,6.91
326,Muzhi,RU,2020-09-03 17:51:42,65.37,64.67,44.73,71,87,12.28
327,Diego De Almagro,CL,2020-09-03 17:51:42,-26.37,-70.05,78.84,13,0,7.56
328,Norman Wells,CA,2020-09-03 17:51:42,65.28,-126.83,48.2,81,75,9.17
329,Los Zacatones,MX,2020-09-03 17:51:43,22.95,-102.05,68.0,68,75,11.41
330,Bandarbeyla,SO,2020-09-03 17:51:43,9.49,50.81,76.06,83,17,27.85
331,Moramanga,MG,2020-09-03 17:51:43,-18.93,48.2,56.16,88,69,5.61
332,Tchollire,CM,2020-09-03 17:51:43,8.4,14.17,74.07,90,67,2.19
333,Ipojuca,BR,2020-09-03 17:51:43,-8.4,-35.06,80.6,65,75,8.05
334,Srednekolymsk,RU,2020-09-03 17:51:44,67.45,153.68,38.61,75,80,5.03
335,Cabo San Lucas,MX,2020-09-03 17:47:24,22.89,-109.91,90.0,70,20,6.93
336,Yima,CN,2020-09-03 17:51:44,34.74,111.88,73.99,99,0,2.93
337,Malartic,CA,2020-09-03 17:51:44,48.13,-78.13,69.8,52,40,13.87
338,Klaksvik,FO,2020-09-03 17:51:45,62.23,-6.59,50.0,93,75,16.11
339,Yerbogachen,RU,2020-09-03 17:51:45,61.28,108.01,47.57,81,83,5.03
340,Carutapera,BR,2020-09-03 17:51:45,-1.2,-46.02,86.2,61,8,10.98
341,Murray Bridge,AU,2020-09-03 17:51:45,-35.12,139.27,50.0,91,99,1.99
342,Enzan,JP,2020-09-03 17:51:45,35.7,138.73,75.99,93,92,1.66
343,Byron Bay,AU,2020-09-03 17:51:46,-28.65,153.62,64.4,72,90,5.82
344,Pangnirtung,CA,2020-09-03 17:51:46,66.15,-65.71,44.6,81,75,17.22
345,San Patricio,MX,2020-09-03 17:51:46,19.22,-104.7,86.0,74,75,11.41
346,Kyrylivka,UA,2020-09-03 17:51:46,46.38,35.37,77.11,63,99,5.32
347,Ust-Koksa,RU,2020-09-03 17:51:46,50.27,85.61,56.43,52,100,2.33
348,Pilar,BR,2020-09-03 17:51:47,-9.6,-35.96,78.8,69,75,10.29
349,Nanakuli,US,2020-09-03 17:51:47,21.39,-158.15,78.8,78,1,8.81
350,Dhankuta,NP,2020-09-03 17:51:47,26.98,87.33,70.34,92,66,1.79
351,Diffa,NE,2020-09-03 17:51:47,13.32,12.61,80.91,64,94,5.86
352,Winnemucca,US,2020-09-03 17:51:47,40.97,-117.74,84.2,13,1,9.17
353,Almaznyy,RU,2020-09-03 17:51:48,48.04,40.05,84.2,30,30,17.9
354,Coahuayana,MX,2020-09-03 17:51:48,18.73,-103.68,80.6,78,40,4.97
355,Wilmington Island,US,2020-09-03 17:51:48,32.0,-80.97,93.2,56,1,6.93
356,Nosy Varika,MG,2020-09-03 17:51:48,-20.58,48.53,63.79,77,18,9.4
357,Hovd,MN,2020-09-03 17:51:49,48.01,91.64,63.66,34,13,3.47
358,Cidreira,BR,2020-09-03 17:51:49,-30.18,-50.21,62.51,71,82,12.01
359,Shirgaon,IN,2020-09-03 17:51:49,19.7,72.7,80.83,87,76,1.45
360,Ayutla,MX,2020-09-03 17:51:49,20.12,-104.33,80.62,58,23,2.39
361,Schleswig,DE,2020-09-03 17:51:49,54.52,9.55,57.99,93,75,13.87
362,Geraldton,AU,2020-09-03 17:51:50,-28.77,114.6,50.0,93,82,8.05
363,Bayji,IQ,2020-09-03 17:51:50,34.93,43.49,96.24,10,0,9.51
364,Sao Joao Da Barra,BR,2020-09-03 17:51:50,-21.64,-41.05,84.2,48,0,20.8
365,Westport,US,2020-09-03 17:50:04,41.14,-73.36,84.99,48,1,6.93
366,Kolpashevo,RU,2020-09-03 17:51:51,58.31,82.91,47.32,97,79,6.71
367,Ulaanbaatar,MN,2020-09-03 17:51:51,47.91,106.88,46.4,87,0,4.47
368,Lavras,BR,2020-09-03 17:51:51,-21.25,-45.0,80.4,31,0,6.33
369,Makkaveyevo,RU,2020-09-03 17:51:51,51.75,113.95,53.6,93,1,2.24
370,Catalina,US,2020-09-03 17:51:25,32.51,-110.92,93.99,36,0,1.01
371,Novodugino,RU,2020-09-03 17:51:52,55.63,34.28,61.93,90,100,8.66
372,Changji,CN,2020-09-03 17:51:52,44.02,87.32,80.01,31,83,26.84
373,Kaeo,NZ,2020-09-03 17:51:52,-35.1,173.78,42.01,3,5,1.01
374,La Paz,BO,2020-09-03 17:51:52,-16.5,-68.15,60.8,15,20,2.24
375,Nantucket,US,2020-09-03 17:47:54,41.28,-70.1,72.0,100,90,10.29
376,Savannah Bight,HN,2020-09-03 17:51:53,16.45,-85.85,83.43,75,75,10.92
377,Aksarka,RU,2020-09-03 17:51:53,66.56,67.8,43.5,76,12,14.99
378,Chokurdakh,RU,2020-09-03 17:51:53,70.63,147.92,37.96,77,98,5.61
379,Takoradi,GH,2020-09-03 17:51:53,4.88,-1.76,76.5,84,52,10.87
380,Carnot,CF,2020-09-03 17:51:54,4.94,15.87,73.49,89,96,2.51
381,Dodge City,US,2020-09-03 17:47:30,37.75,-100.02,78.8,36,1,27.51
382,Yulara,AU,2020-09-03 17:51:54,-25.24,130.99,57.2,26,96,9.17
383,Qandala,SO,2020-09-03 17:51:54,11.47,49.87,89.11,57,1,3.38
384,Qaqortoq,GL,2020-09-03 17:51:54,60.72,-46.03,48.2,49,75,10.29
385,Avera,US,2020-09-03 17:51:55,33.19,-82.53,91.99,59,1,4.7
386,Shitanjing,CN,2020-09-03 17:51:55,39.23,106.34,65.86,27,0,6.42
387,Takaka,NZ,2020-09-03 17:51:55,-40.85,172.8,45.0,88,4,1.01
388,Sao Jose Da Tapera,BR,2020-09-03 17:51:55,-9.56,-37.38,83.1,50,57,17.78
389,Las Lomas,PA,2020-09-03 17:51:56,8.43,-82.4,80.6,88,40,10.29
390,Eyl,SO,2020-09-03 17:51:56,7.98,49.82,76.53,80,2,23.71
391,Thinadhoo,MV,2020-09-03 17:51:56,0.53,72.93,82.51,77,35,14.56
392,Bedesa,ET,2020-09-03 17:51:56,8.9,40.78,66.4,68,32,2.82
393,Kununurra,AU,2020-09-03 17:51:56,-15.77,128.73,73.4,79,0,2.24
394,Gorontalo,ID,2020-09-03 17:50:44,0.54,123.06,75.74,88,92,2.44
395,Bima,ID,2020-09-03 17:51:57,-8.47,118.72,74.68,89,20,3.44
396,Skjervoy,NO,2020-09-03 17:51:57,70.03,20.97,55.4,66,2,2.24
397,Vila Do Maio,CV,2020-09-03 17:51:57,15.13,-23.22,87.8,55,40,10.29
398,Ust-Kuyga,RU,2020-09-03 17:51:57,70.02,135.6,38.43,77,0,2.82
399,Fukue,JP,2020-09-03 17:51:58,32.69,128.84,77.68,70,11,5.35
400,Auki,SB,2020-09-03 17:51:58,-8.77,160.7,78.85,83,99,5.32
401,Katherine,AU,2020-09-03 17:49:02,-14.47,132.27,78.8,41,0,4.7
402,Acazulco,MX,2020-09-03 17:51:58,19.27,-99.43,73.0,42,20,5.82
403,La Paz Centro,NI,2020-09-03 17:51:58,12.34,-86.68,86.0,70,40,4.7
404,Dunedin,NZ,2020-09-03 17:50:15,-45.87,170.5,46.0,68,79,4.0
405,Whitianga,NZ,2020-09-03 17:51:59,-36.83,175.7,36.0,87,0,1.99
406,Esperance,AU,2020-09-03 17:51:59,-33.87,121.9,50.0,87,3,11.41
407,Gambo,CF,2020-09-03 17:51:59,4.65,22.26,71.71,95,85,2.42
408,San Bartolome De Tirajana,ES,2020-09-03 17:51:59,27.92,-15.57,77.0,69,20,21.92
409,Buchanan,LR,2020-09-03 17:52:00,5.88,-10.05,80.6,83,75,11.41
410,Ziyang,CN,2020-09-03 17:52:00,29.25,117.85,68.13,65,6,2.91
411,Lobito,AO,2020-09-03 17:52:00,-12.35,13.55,70.3,87,98,6.58
412,Cuenca,EC,2020-09-03 17:47:08,-2.88,-78.98,64.4,63,75,6.93
413,Kambove,CD,2020-09-03 17:52:00,-10.88,26.6,67.68,40,9,4.99
414,Port Augusta,AU,2020-09-03 17:52:01,-32.5,137.77,44.01,87,11,5.82
415,Uray,RU,2020-09-03 17:52:01,60.12,64.78,47.86,83,98,12.06
416,Chumphon,TH,2020-09-03 17:52:01,10.33,98.83,74.57,96,75,1.66
417,Gualaquiza,EC,2020-09-03 17:52:01,-3.4,-78.55,74.08,75,91,2.59
418,Prattville,US,2020-09-03 17:47:03,32.46,-86.46,91.0,62,75,3.36
419,Mwanza,TZ,2020-09-03 17:52:01,-2.52,32.9,77.0,50,20,11.41
420,Beidao,CN,2020-09-03 17:52:02,34.57,105.89,60.39,69,0,3.27
421,Faya,SA,2020-09-03 17:52:02,18.39,42.45,71.6,53,62,5.82
422,Sernur,RU,2020-09-03 17:52:02,56.93,49.15,48.79,85,3,3.83
423,Itaqui,BR,2020-09-03 17:52:02,-29.13,-56.55,60.87,62,85,5.55
424,Salalah,OM,2020-09-03 17:52:03,17.02,54.09,80.6,83,40,5.82
425,Palora,EC,2020-09-03 17:52:03,-1.7,-77.93,77.0,65,40,3.36
426,Chumikan,RU,2020-09-03 17:52:03,54.72,135.31,52.7,93,100,20.47
427,Saskylakh,RU,2020-09-03 17:52:03,71.92,114.08,49.19,87,100,13.53
428,Bilma,NE,2020-09-03 17:52:04,18.69,12.92,97.79,26,65,8.97
429,Ippy,CF,2020-09-03 17:52:04,6.27,21.22,71.01,92,86,1.74
430,Pareora,NZ,2020-09-03 17:52:04,-44.49,171.21,39.0,96,88,5.99
431,Rio Grande,BR,2020-09-03 17:50:43,-32.03,-52.1,62.01,72,96,7.0
432,Ziarat,PK,2020-09-03 17:52:04,30.38,67.73,64.08,60,0,2.53
433,Half Moon Bay,US,2020-09-03 17:52:04,37.46,-122.43,66.99,87,90,11.41
434,Jumla,NP,2020-09-03 17:52:05,29.27,82.18,59.88,70,46,2.1
435,Rocha,UY,2020-09-03 17:52:05,-34.48,-54.33,53.83,75,88,11.05
436,Timmins,CA,2020-09-03 17:52:05,48.47,-81.33,60.8,87,90,12.75
437,Calvinia,ZA,2020-09-03 17:52:05,-31.47,19.78,60.84,25,0,6.31
438,Nelson Bay,AU,2020-09-03 17:52:06,-32.72,152.15,62.01,87,0,5.82
439,Conde,BR,2020-09-03 17:52:06,-7.26,-34.91,80.6,65,75,18.34
440,Ati,TD,2020-09-03 17:52:06,13.22,18.34,78.19,74,79,2.98
441,Vylkove,UA,2020-09-03 17:52:06,45.4,29.59,72.82,61,100,2.75
442,Tandil,AR,2020-09-03 17:52:07,-37.32,-59.13,57.99,49,0,3.0
443,Tura,IN,2020-09-03 17:52:07,25.52,90.22,75.9,81,32,2.39
444,Lazaro Cardenas,MX,2020-09-03 17:52:07,17.96,-102.2,85.8,70,65,2.95
445,Northam,GB,2020-09-03 17:52:07,51.03,-4.22,63.0,88,86,11.01
446,Soure,BR,2020-09-03 17:52:07,-0.72,-48.52,85.15,69,37,12.03
447,Kuito,AO,2020-09-03 17:52:08,-12.38,16.93,73.06,30,60,3.27
448,Omaruru,NA,2020-09-03 17:52:08,-21.43,15.93,67.96,24,0,8.61
449,Ketchikan,US,2020-09-03 17:52:08,55.34,-131.65,53.6,100,90,4.7
450,Bonthe,SL,2020-09-03 17:52:08,7.53,-12.51,79.57,74,33,12.26
451,Bulgan,MN,2020-09-03 17:52:08,48.81,103.53,51.04,87,7,1.92
452,Puerto Quijarro,BO,2020-09-03 17:52:09,-17.78,-57.77,106.18,14,38,1.97
453,Tommot,RU,2020-09-03 17:52:09,58.96,126.29,50.29,69,79,2.71
454,Verkhoyansk,RU,2020-09-03 17:52:09,67.54,133.38,48.58,65,79,3.87
455,Araouane,ML,2020-09-03 17:52:09,18.9,-3.53,98.29,27,54,7.16
456,Lawrence,US,2020-09-03 17:48:08,38.97,-95.24,86.0,65,75,11.41
457,Vila Franca Do Campo,PT,2020-09-03 17:52:10,37.72,-25.43,73.4,78,75,6.93
458,Paramonga,PE,2020-09-03 17:52:10,-10.67,-77.83,66.24,67,79,12.66
459,Elko,US,2020-09-03 17:52:10,41.0,-115.5,84.99,22,1,2.21
460,Mongo,TD,2020-09-03 17:52:10,12.18,18.69,75.49,85,41,6.2
461,Suamico,US,2020-09-03 17:52:11,44.63,-88.04,75.2,47,1,19.46
462,Batagay-Alyta,RU,2020-09-03 17:52:11,67.8,130.41,43.65,75,99,2.77
463,Seymchan,RU,2020-09-03 17:52:11,62.88,152.43,34.07,89,36,0.65
464,Tasiilaq,GL,2020-09-03 17:52:11,65.61,-37.64,44.6,56,20,8.05
465,Rzeszow,PL,2020-09-03 17:52:12,50.04,22.0,70.0,63,27,4.7
466,Mahabaleshwar,IN,2020-09-03 17:52:12,17.92,73.67,63.25,100,18,0.96
467,Port Lincoln,AU,2020-09-03 17:52:13,-34.73,135.87,53.78,77,85,11.27
468,Mega,ET,2020-09-03 17:52:13,4.05,38.3,63.91,62,2,10.25
469,Dnipryany,UA,2020-09-03 17:52:13,46.75,33.27,80.6,47,100,4.47
470,Arona,ES,2020-09-03 17:52:13,28.1,-16.68,80.01,69,0,18.34
471,Cabedelo,BR,2020-09-03 17:50:11,-6.98,-34.83,80.6,65,75,18.34
472,Grahamstown,ZA,2020-09-03 17:52:14,-33.3,26.53,54.09,63,6,9.89
473,Maningrida,AU,2020-09-03 17:52:14,-12.07,134.27,67.93,87,0,6.96
474,Kargil,IN,2020-09-03 17:52:14,34.57,76.1,58.06,46,19,7.81
475,Loreto,MX,2020-09-03 17:52:14,22.27,-101.97,77.63,25,36,11.3
476,Neiafu,TO,2020-09-03 17:52:14,-18.65,-173.98,71.6,94,75,16.62
477,Leshukonskoye,RU,2020-09-03 17:52:15,64.9,45.76,49.12,82,76,4.41
478,Nautla,MX,2020-09-03 17:52:15,20.22,-96.78,89.47,58,2,8.88
479,Kantunilkin,MX,2020-09-03 17:52:15,21.09,-87.45,86.0,79,75,6.93
480,Wheatley,GB,2020-09-03 17:52:15,51.75,-1.14,66.2,77,75,16.11
481,Lagoa,PT,2020-09-03 17:52:15,39.05,-27.98,73.8,73,6,0.94
482,Cayenne,GF,2020-09-03 17:52:16,4.93,-52.33,89.6,62,40,14.99
483,Leningradskiy,RU,2020-09-03 17:52:16,69.38,178.42,34.54,94,100,2.64
484,Vanimo,PG,2020-09-03 17:52:16,-2.67,141.3,78.85,86,100,5.06
485,Chalus,IR,2020-09-03 17:52:17,36.66,51.42,75.2,88,20,7.94
486,Akdepe,TM,2020-09-03 17:52:17,42.06,59.38,84.2,32,0,2.24
487,Kukmor,RU,2020-09-03 17:52:17,56.19,50.89,48.11,80,26,4.59
488,San Lazaro,BZ,2020-09-03 17:52:17,18.04,-88.66,89.6,59,40,14.99
489,Hay River,CA,2020-09-03 17:52:17,60.82,-115.8,53.6,66,40,4.7
490,Skibbereen,IE,2020-09-03 17:52:18,51.55,-9.27,59.0,67,75,13.87
491,Kalanguy,RU,2020-09-03 17:52:18,51.02,116.52,48.88,84,100,6.51
492,Gari,RU,2020-09-03 17:52:18,59.43,62.35,47.86,75,90,8.84
493,Pata,PH,2020-09-03 17:52:18,17.72,121.5,77.16,88,100,2.33
494,Bubaque,GW,2020-09-03 17:52:19,11.28,-15.83,79.68,81,60,21.23
495,Lillooet,CA,2020-09-03 17:52:19,50.69,-121.94,69.8,56,1,11.41
496,Gaoual,GN,2020-09-03 17:52:19,11.75,-13.2,78.01,91,78,5.59
497,Tocopilla,CL,2020-09-03 17:52:19,-22.09,-70.2,65.57,46,16,7.61
498,Haines Junction,CA,2020-09-03 17:52:20,60.75,-137.51,48.22,69,99,5.17
499,Biskamzha,RU,2020-09-03 17:52:20,53.45,89.53,52.83,80,29,2.44
500,Agucadoura,PT,2020-09-03 17:52:20,41.43,-8.78,86.0,53,0,6.93
501,Kunya,NG,2020-09-03 17:52:20,12.22,8.53,82.08,67,64,0.07
502,Kuytun,RU,2020-09-03 17:52:21,54.34,101.5,53.42,89,12,6.35
503,Ulladulla,AU,2020-09-03 17:52:21,-35.35,150.47,57.2,76,87,6.93
504,Grand-Lahou,CI,2020-09-03 17:52:21,5.14,-5.02,75.6,89,92,10.47
505,Pacific Grove,US,2020-09-03 17:52:21,36.62,-121.92,69.8,60,40,3.36
506,Dwarka,IN,2020-09-03 17:52:22,22.24,68.97,82.15,75,63,4.79
507,Orchard Homes,US,2020-09-03 17:52:22,46.86,-114.05,77.0,43,1,4.54
508,Stromness,GB,2020-09-03 17:52:22,58.97,-3.3,59.0,62,28,20.8
509,Lyubar,UA,2020-09-03 17:52:22,49.92,27.76,60.28,94,100,8.05
510,Juneau,US,2020-09-03 17:52:23,58.3,-134.42,54.0,91,98,3.22
511,Fuxin,CN,2020-09-03 17:52:23,42.02,121.66,61.84,74,70,11.65
512,Rondonopolis,BR,2020-09-03 17:52:23,-16.47,-54.64,103.06,11,0,5.99
513,Ugoofaaru,MV,2020-09-03 17:52:23,5.67,73.0,81.77,79,69,17.54
514,Bemidji,US,2020-09-03 17:51:36,47.47,-94.88,60.01,62,75,17.22
515,Los Llanos De Aridane,ES,2020-09-03 17:52:24,28.66,-17.92,78.8,69,20,9.17
516,Kawhia,NZ,2020-09-03 17:52:24,-38.07,174.82,37.0,89,0,1.01
517,Yumen,CN,2020-09-03 17:52:24,40.28,97.2,66.31,23,1,10.16
518,Iztapa,GT,2020-09-03 17:52:24,13.93,-90.71,77.0,94,75,4.88
519,Kahului,US,2020-09-03 17:48:53,20.89,-156.47,77.0,61,20,6.85
520,Solnechnyy,RU,2020-09-03 17:52:25,50.72,136.63,61.79,94,100,1.77
521,Portland,US,2020-09-03 17:52:24,45.52,-122.68,77.0,68,1,4.7
522,Lompoc,US,2020-09-03 17:48:52,34.64,-120.46,69.01,77,90,10.29
523,Munak,IN,2020-09-03 17:52:25,29.52,76.85,81.18,86,76,8.59
524,Suhbaatar,MN,2020-09-03 17:52:25,50.23,106.21,55.11,67,22,0.87
525,Meridian,US,2020-09-03 17:52:26,43.61,-116.39,81.0,31,1,5.82
526,Dubbo,AU,2020-09-03 17:52:26,-32.25,148.62,60.8,59,40,12.75
527,Kalabo,ZM,2020-09-03 17:52:26,-14.97,22.68,76.19,24,36,5.61
528,Panama City,PA,2020-09-03 17:52:26,8.99,-79.52,78.01,73,8,9.13
529,Birin,NP,2020-09-03 17:52:27,26.89,88.07,78.8,94,75,1.12
530,Djambala,CG,2020-09-03 17:52:27,-2.54,14.75,74.53,79,66,1.5
531,Tadine,NC,2020-09-03 17:52:27,-21.55,167.88,65.71,68,72,18.68
532,Egvekinot,RU,2020-09-03 17:52:27,66.32,-179.17,34.86,85,99,4.92
533,Lloydminster,CA,2020-09-03 17:52:28,53.28,-110.0,57.2,67,75,17.22
534,Necochea,AR,2020-09-03 17:52:28,-38.55,-58.74,57.0,57,0,1.99
535,Beira,MZ,2020-09-03 17:52:28,-19.84,34.84,71.6,64,20,11.41
536,La Crosse,US,2020-09-03 17:52:28,43.8,-91.24,71.6,43,1,17.22
537,Dongsheng,CN,2020-09-03 17:52:29,39.82,109.98,59.52,34,16,6.24
538,Mogadishu,SO,2020-09-03 17:52:29,2.04,45.34,77.23,75,1,18.1
539,Saint-Pierre,RE,2020-09-03 17:52:29,-21.34,55.48,66.2,77,90,5.82
540,Kumluca,TR,2020-09-03 17:52:29,36.37,30.29,89.06,33,0,5.23
541,Sijunjung,ID,2020-09-03 17:52:30,-0.69,100.95,72.34,92,98,1.1
542,Villarrubia De Los Ojos,ES,2020-09-03 17:52:30,39.22,-3.61,87.8,22,0,5.82
543,Etchoropo,MX,2020-09-03 17:52:30,26.77,-109.67,90.0,63,36,5.99
544,Am Timan,TD,2020-09-03 17:52:30,11.03,20.28,74.97,89,98,4.59
545,Dafeng,CN,2020-09-03 17:52:31,23.45,108.59,81.57,62,95,0.16
546,Ixtapa,MX,2020-09-03 17:51:24,20.7,-105.2,88.0,66,20,3.36
547,Plaster Rock,CA,2020-09-03 17:52:31,46.91,-67.39,77.0,41,1,8.05
548,Waitati,NZ,2020-09-03 17:52:31,-45.75,170.57,46.0,77,81,5.01
549,Samarai,PG,2020-09-03 17:52:31,-10.62,150.67,77.67,86,88,16.28
550,Krasnoselkup,RU,2020-09-03 17:52:32,65.7,82.47,46.04,82,28,9.73
551,Black River,JM,2020-09-03 17:52:32,18.03,-77.85,87.8,70,20,24.16
552,Nabire,ID,2020-09-03 17:52:32,-3.37,135.48,77.32,83,100,3.69
